                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.42778,                0.41556,                0.82541,                0.98982,                      1,                  0.995,                0.75188,                0.82793,                 0.5334,                0.95277,              0.0016852,              0.0016852,              0.0016852
                    161,                0.47671,                0.42645,                0.83568,                0.98982,                      1,                  0.995,                0.75188,                0.82793,                 0.5334,                0.95277,              0.0016832,              0.0016832,              0.0016832
                    162,                0.48166,                0.42092,                0.85133,                0.98995,                      1,                  0.995,                 0.7279,                0.86859,                0.54929,                0.94281,              0.0016812,              0.0016812,              0.0016812
                    163,                0.54584,                0.48728,                0.84555,                0.98995,                      1,                  0.995,                 0.7279,                0.86859,                0.54929,                0.94281,              0.0016792,              0.0016792,              0.0016792
                    164,                0.51848,                 0.4428,                0.83156,                0.98983,                      1,                  0.995,                0.74388,                0.90342,                0.53455,                0.96472,              0.0016773,              0.0016773,              0.0016773
                    165,                0.52983,                0.45093,                0.83491,                0.98983,                      1,                  0.995,                0.74388,                0.90342,                0.53455,                0.96472,              0.0016753,              0.0016753,              0.0016753
                    166,                0.54687,                0.45766,                0.86776,                0.98979,                      1,                  0.995,                0.71011,                0.81777,                0.55015,                 0.9539,              0.0016733,              0.0016733,              0.0016733
                    167,                 0.4118,                0.44627,                  0.801,                0.98979,                      1,                  0.995,                0.71011,                0.81777,                0.55015,                 0.9539,              0.0016713,              0.0016713,              0.0016713
                    168,                0.47054,                0.45236,                0.84696,                0.98974,                      1,                  0.995,                0.75761,                0.74876,                0.51071,                0.93122,              0.0016693,              0.0016693,              0.0016693
                    169,                0.47412,                0.40827,                0.83346,                0.98974,                      1,                  0.995,                0.75761,                0.74876,                0.51071,                0.93122,              0.0016674,              0.0016674,              0.0016674
                    170,                0.46953,                0.41445,                0.84357,                0.99022,                      1,                  0.995,                0.79137,                0.75098,                0.47782,                0.93122,              0.0016654,              0.0016654,              0.0016654
                    171,                0.44215,                0.42319,                 0.8419,                0.99022,                      1,                  0.995,                0.79137,                0.75098,                0.47782,                0.93122,              0.0016634,              0.0016634,              0.0016634
                    172,                 0.5181,                0.43926,                0.88071,                0.99005,                      1,                  0.995,                0.79698,                0.81816,                0.45708,                0.93335,              0.0016614,              0.0016614,              0.0016614
                    173,                0.44126,                0.39403,                0.81819,                0.99005,                      1,                  0.995,                0.79698,                0.81816,                0.45708,                0.93335,              0.0016594,              0.0016594,              0.0016594
                    174,                0.54705,                0.44007,                0.85281,                0.99037,                      1,                  0.995,                0.79917,                0.83636,                0.45439,                0.92639,              0.0016575,              0.0016575,              0.0016575
                    175,                0.45125,                0.40147,                0.82077,                0.99037,                      1,                  0.995,                0.79917,                0.83636,                0.45439,                0.92639,              0.0016555,              0.0016555,              0.0016555
                    176,                 0.4115,                0.38418,                0.82326,                0.99063,                      1,                  0.995,                0.77565,                0.85912,                0.44182,                0.95536,              0.0016535,              0.0016535,              0.0016535
                    177,                 0.4512,                0.41075,                0.84612,                0.99063,                      1,                  0.995,                0.77565,                0.85912,                0.44182,                0.95536,              0.0016515,              0.0016515,              0.0016515
                    178,                0.45681,                0.40444,                0.86244,                0.99077,                      1,                  0.995,                0.80947,                0.91014,                0.49272,                0.97601,              0.0016495,              0.0016495,              0.0016495
                    179,                 0.4278,                0.38782,                0.81798,                0.99077,                      1,                  0.995,                0.80947,                0.91014,                0.49272,                0.97601,              0.0016476,              0.0016476,              0.0016476
                    180,                0.46998,                0.39361,                0.82828,                0.99062,                      1,                  0.995,                 0.7841,                0.95145,                0.51271,                0.96582,              0.0016456,              0.0016456,              0.0016456
                    181,                0.44682,                0.38314,                0.82262,                0.99062,                      1,                  0.995,                 0.7841,                0.95145,                0.51271,                0.96582,              0.0016436,              0.0016436,              0.0016436
                    182,                0.48193,                0.40742,                0.83232,                0.99074,                      1,                  0.995,                0.77432,                0.87598,                 0.4842,                 0.9426,              0.0016416,              0.0016416,              0.0016416
                    183,                0.52294,                 0.4387,                0.91612,                0.99074,                      1,                  0.995,                0.77432,                0.87598,                 0.4842,                 0.9426,              0.0016396,              0.0016396,              0.0016396
                    184,                0.44495,                0.37606,                0.81112,                0.99077,                      1,                  0.995,                0.81882,                0.77336,                0.44045,                 0.9163,              0.0016377,              0.0016377,              0.0016377
                    185,                0.50659,                0.40163,                0.84451,                0.99077,                      1,                  0.995,                0.81882,                0.77336,                0.44045,                 0.9163,              0.0016357,              0.0016357,              0.0016357
                    186,                0.47531,                0.39295,                 0.8063,                 0.9906,                      1,                  0.995,                0.83826,                0.73932,                 0.4245,                0.90803,              0.0016337,              0.0016337,              0.0016337
                    187,                0.51846,                0.43352,                0.87359,                 0.9906,                      1,                  0.995,                0.83826,                0.73932,                 0.4245,                0.90803,              0.0016317,              0.0016317,              0.0016317
                    188,                0.44262,                0.41221,                0.87967,                0.99011,                      1,                  0.995,                0.81114,                0.78147,                0.48239,                0.92226,              0.0016297,              0.0016297,              0.0016297
                    189,                0.44241,                0.39543,                0.83426,                0.99011,                      1,                  0.995,                0.81114,                0.78147,                0.48239,                0.92226,              0.0016278,              0.0016278,              0.0016278
                    190,                0.49779,                0.46267,                0.82721,                0.98903,                      1,                  0.995,                0.78964,                0.85026,                0.51888,                0.94095,              0.0016258,              0.0016258,              0.0016258
                    191,                0.51141,                0.41236,                0.85124,                0.98903,                      1,                  0.995,                0.78964,                0.85026,                0.51888,                0.94095,              0.0016238,              0.0016238,              0.0016238
                    192,                0.46258,                0.38416,                0.82911,                 0.9895,                      1,                  0.995,                0.77329,                0.93034,                0.52418,                0.96246,              0.0016218,              0.0016218,              0.0016218
                    193,                0.46746,                 0.4292,                0.83332,                 0.9895,                      1,                  0.995,                0.77329,                0.93034,                0.52418,                0.96246,              0.0016198,              0.0016198,              0.0016198
                    194,                0.52071,                0.44143,                0.84732,                0.99006,                      1,                  0.995,                0.69603,                 1.0181,                0.50844,                  1.003,              0.0016179,              0.0016179,              0.0016179
                    195,                0.39882,                0.37444,                0.81792,                0.99006,                      1,                  0.995,                0.69603,                 1.0181,                0.50844,                  1.003,              0.0016159,              0.0016159,              0.0016159
                    196,                 0.5181,                0.41418,                 0.8731,                0.96948,                      1,                  0.995,                  0.717,                 1.0093,                0.52878,                 1.0723,              0.0016139,              0.0016139,              0.0016139
                    197,                0.53294,                0.42447,                0.85697,                0.96948,                      1,                  0.995,                  0.717,                 1.0093,                0.52878,                 1.0723,              0.0016119,              0.0016119,              0.0016119
                    198,                0.41558,                0.36616,                0.80014,                0.97228,                      1,                  0.995,                0.72896,                0.94687,                0.56735,                 1.0685,              0.0016099,              0.0016099,              0.0016099
                    199,                0.50632,                0.42093,                0.81562,                0.97228,                      1,                  0.995,                0.72896,                0.94687,                0.56735,                 1.0685,               0.001608,               0.001608,               0.001608
                    200,                0.49257,                0.42323,                0.83934,                0.97239,                      1,                  0.995,                0.70651,                0.94979,                0.56408,                 1.0676,               0.001606,               0.001606,               0.001606
                    201,                 0.4654,                0.40916,                0.82547,                0.97239,                      1,                  0.995,                0.70651,                0.94979,                0.56408,                 1.0676,               0.001604,               0.001604,               0.001604
                    202,                0.41177,                0.36535,                0.82696,                0.97625,                      1,                  0.995,                0.71093,                0.98447,                0.52745,                 1.0514,               0.001602,               0.001602,               0.001602
                    203,                0.41698,                 0.3974,                0.80272,                0.97625,                      1,                  0.995,                0.71093,                0.98447,                0.52745,                 1.0514,                 0.0016,                 0.0016,                 0.0016
                    204,                0.49876,                0.48163,                0.87817,                0.98852,                      1,                  0.995,                0.72772,                0.93391,                 0.5032,                 1.0361,              0.0015981,              0.0015981,              0.0015981
                    205,                0.47165,                0.41446,                0.84374,                0.98852,                      1,                  0.995,                0.72772,                0.93391,                 0.5032,                 1.0361,              0.0015961,              0.0015961,              0.0015961
                    206,                0.42167,                0.39788,                0.83508,                0.99019,                      1,                  0.995,                0.74656,                0.93213,                0.48181,                 1.0294,              0.0015941,              0.0015941,              0.0015941
                    207,                 0.3732,                0.35447,                0.82321,                0.99019,                      1,                  0.995,                0.74656,                0.93213,                0.48181,                 1.0294,              0.0015921,              0.0015921,              0.0015921
                    208,                0.42702,                0.36751,                0.83793,                0.99075,                      1,                  0.995,                 0.7284,                0.93224,                0.44435,                 1.0351,              0.0015901,              0.0015901,              0.0015901
                    209,                0.40807,                0.35693,                0.76666,                0.99075,                      1,                  0.995,                 0.7284,                0.93224,                0.44435,                 1.0351,              0.0015882,              0.0015882,              0.0015882
                    210,                0.49076,                0.39851,                0.80879,                0.99046,                      1,                  0.995,                0.77518,                0.95019,                0.42757,                 1.0186,              0.0015862,              0.0015862,              0.0015862
                    211,                0.40972,                 0.3655,                 0.7851,                0.99046,                      1,                  0.995,                0.77518,                0.95019,                0.42757,                 1.0186,              0.0015842,              0.0015842,              0.0015842
                    212,                0.42408,                 0.3966,                0.85673,                0.98996,                      1,                  0.995,                 0.7494,                0.90355,                0.42959,                0.99734,              0.0015822,              0.0015822,              0.0015822
                    213,                0.41924,                 0.3665,                0.81194,                0.98996,                      1,                  0.995,                 0.7494,                0.90355,                0.42959,                0.99734,              0.0015802,              0.0015802,              0.0015802
                    214,                 0.4228,                 0.3632,                0.83983,                0.98987,                      1,                  0.995,                 0.7792,                0.84211,                0.40668,                0.96876,              0.0015783,              0.0015783,              0.0015783
                    215,                0.40945,                0.36695,                0.84428,                0.98987,                      1,                  0.995,                 0.7792,                0.84211,                0.40668,                0.96876,              0.0015763,              0.0015763,              0.0015763
                    216,                0.47075,                0.40317,                0.82124,                0.98877,                      1,                  0.995,                0.77046,                0.85634,                0.45294,                 0.9373,              0.0015743,              0.0015743,              0.0015743
                    217,                0.47291,                0.37139,                0.81766,                0.98877,                      1,                  0.995,                0.77046,                0.85634,                0.45294,                 0.9373,              0.0015723,              0.0015723,              0.0015723
                    218,                0.44682,                0.39779,                0.87426,                0.98852,                      1,                  0.995,                0.80263,                 0.8849,                0.45431,                0.93145,              0.0015703,              0.0015703,              0.0015703
                    219,                0.41023,                0.37378,                0.80823,                0.98852,                      1,                  0.995,                0.80263,                 0.8849,                0.45431,                0.93145,              0.0015684,              0.0015684,              0.0015684
                    220,                0.44165,                0.36519,                 0.8568,                0.98935,                      1,                  0.995,                0.78116,                0.91216,                0.44734,                0.93474,              0.0015664,              0.0015664,              0.0015664
                    221,                0.49154,                0.38161,                0.82967,                0.98935,                      1,                  0.995,                0.78116,                0.91216,                0.44734,                0.93474,              0.0015644,              0.0015644,              0.0015644
                    222,                0.37136,                0.35213,                 0.8258,                0.98999,                      1,                  0.995,                0.78687,                0.94329,                0.46221,                0.95481,              0.0015624,              0.0015624,              0.0015624
                    223,                0.47431,                0.40533,                0.83565,                0.98999,                      1,                  0.995,                0.78687,                0.94329,                0.46221,                0.95481,              0.0015604,              0.0015604,              0.0015604
                    224,                0.40475,                0.39161,                0.80479,                0.98988,                      1,                  0.995,                0.76779,                 1.0264,                0.48873,                 0.9945,              0.0015585,              0.0015585,              0.0015585
                    225,                0.48013,                0.38299,                0.86656,                0.98988,                      1,                  0.995,                0.76779,                 1.0264,                0.48873,                 0.9945,              0.0015565,              0.0015565,              0.0015565
                    226,                0.42799,                0.36825,                 0.8035,                0.99028,                      1,                  0.995,                 0.7556,                 1.0654,                0.51819,                 1.0319,              0.0015545,              0.0015545,              0.0015545
                    227,                0.44267,                0.39552,                 0.8317,                0.99028,                      1,                  0.995,                 0.7556,                 1.0654,                0.51819,                 1.0319,              0.0015525,              0.0015525,              0.0015525
                    228,                0.45387,                0.38306,                0.84881,                0.99006,                      1,                  0.995,                0.74719,                 1.0851,                0.53304,                 1.0336,              0.0015505,              0.0015505,              0.0015505
                    229,                0.44126,                0.37499,                0.85572,                0.99006,                      1,                  0.995,                0.74719,                 1.0851,                0.53304,                 1.0336,              0.0015486,              0.0015486,              0.0015486
                    230,                0.45761,                0.35666,                0.87203,                0.98998,                      1,                  0.995,                0.74761,                 1.0969,                0.53443,                 1.0297,              0.0015466,              0.0015466,              0.0015466
                    231,                0.34801,                0.34066,                0.79953,                0.98998,                      1,                  0.995,                0.74761,                 1.0969,                0.53443,                 1.0297,              0.0015446,              0.0015446,              0.0015446
                    232,                0.45087,                0.36386,                0.84166,                0.98982,                      1,                  0.995,                0.74624,                 1.0876,                0.55057,                 1.0578,              0.0015426,              0.0015426,              0.0015426
                    233,                0.49597,                0.36486,                0.87114,                0.98982,                      1,                  0.995,                0.74624,                 1.0876,                0.55057,                 1.0578,              0.0015406,              0.0015406,              0.0015406
                    234,                0.49889,                0.37632,                0.82005,                0.99037,                      1,                  0.995,                0.74792,                 1.0637,                0.52017,                 1.0535,              0.0015387,              0.0015387,              0.0015387
                    235,                0.52203,                0.39087,                0.87337,                0.99037,                      1,                  0.995,                0.74792,                 1.0637,                0.52017,                 1.0535,              0.0015367,              0.0015367,              0.0015367
                    236,                0.42344,                0.34482,                 0.8123,                0.99041,                      1,                  0.995,                0.73743,                 1.0776,                0.52012,                 1.0469,              0.0015347,              0.0015347,              0.0015347
                    237,                0.49068,                0.40791,                0.88876,                0.99041,                      1,                  0.995,                0.73743,                 1.0776,                0.52012,                 1.0469,              0.0015327,              0.0015327,              0.0015327
                    238,                0.47047,                0.37999,                0.78722,                0.99019,                      1,                  0.995,                 0.7196,                 1.2069,                0.54777,                 1.0986,              0.0015307,              0.0015307,              0.0015307
                    239,                0.51242,                 0.3873,                0.80752,                0.99019,                      1,                  0.995,                 0.7196,                 1.2069,                0.54777,                 1.0986,              0.0015288,              0.0015288,              0.0015288
                    240,                0.41353,                0.34837,                0.79189,                0.99055,                      1,                  0.995,                0.73431,                  1.207,                 0.5221,                 1.0953,              0.0015268,              0.0015268,              0.0015268
                    241,                0.40608,                0.35924,                0.80185,                0.99055,                      1,                  0.995,                0.73431,                  1.207,                 0.5221,                 1.0953,              0.0015248,              0.0015248,              0.0015248
                    242,                0.39876,                0.35301,                0.84589,                0.99094,                      1,                  0.995,                0.75093,                 1.1187,                0.48221,                 1.0674,              0.0015228,              0.0015228,              0.0015228
                    243,                0.39503,                 0.3317,                0.81773,                0.99094,                      1,                  0.995,                0.75093,                 1.1187,                0.48221,                 1.0674,              0.0015208,              0.0015208,              0.0015208
                    244,                0.39403,                0.35373,                0.83684,                0.99139,                      1,                  0.995,                0.74772,                 1.1298,                0.48383,                 1.0754,              0.0015189,              0.0015189,              0.0015189
                    245,                0.39152,                0.35302,                 0.8037,                0.99139,                      1,                  0.995,                0.74772,                 1.1298,                0.48383,                 1.0754,              0.0015169,              0.0015169,              0.0015169
                    246,                 0.3799,                0.34839,                0.81438,                0.98095,                      1,                  0.995,                0.76519,                 1.0694,                0.51023,                 1.0635,              0.0015149,              0.0015149,              0.0015149
                    247,                0.39458,                0.32147,                0.80992,                0.98095,                      1,                  0.995,                0.76519,                 1.0694,                0.51023,                 1.0635,              0.0015129,              0.0015129,              0.0015129
                    248,                0.42702,                0.35869,                0.83098,                0.98216,                      1,                  0.995,                0.63125,                 1.3091,                0.57391,                 1.1642,              0.0015109,              0.0015109,              0.0015109
                    249,                0.40975,                0.33072,                0.82854,                0.98216,                      1,                  0.995,                0.63125,                 1.3091,                0.57391,                 1.1642,               0.001509,               0.001509,               0.001509
                    250,                0.43691,                0.40616,                0.85328,                0.98566,                      1,                  0.995,                0.53878,                 1.5991,                0.66123,                 1.3643,               0.001507,               0.001507,               0.001507
                    251,                0.45286,                0.36754,                0.83969,                0.98566,                      1,                  0.995,                0.53878,                 1.5991,                0.66123,                 1.3643,               0.001505,               0.001505,               0.001505
                    252,                0.38424,                0.34322,                0.84381,                0.98394,                      1,                  0.995,                0.59517,                 1.5202,                 0.6364,                 1.3013,               0.001503,               0.001503,               0.001503
                    253,                0.46396,                0.35971,                0.84642,                0.98394,                      1,                  0.995,                0.59517,                 1.5202,                 0.6364,                 1.3013,               0.001501,               0.001501,               0.001501
                    254,                0.45701,                0.36079,                0.80661,                0.97376,                      1,                  0.995,                0.70512,                 1.1857,                0.54528,                  1.087,              0.0014991,              0.0014991,              0.0014991
                    255,                0.42061,                 0.3371,                0.80401,                0.97376,                      1,                  0.995,                0.70512,                 1.1857,                0.54528,                  1.087,              0.0014971,              0.0014971,              0.0014971
                    256,                 0.3722,                0.32031,                0.82576,                 0.9905,                      1,                  0.995,                0.73297,                 1.0142,                0.46161,                 1.0096,              0.0014951,              0.0014951,              0.0014951
                    257,                0.39063,                0.33465,                0.81657,                 0.9905,                      1,                  0.995,                0.73297,                 1.0142,                0.46161,                 1.0096,              0.0014931,              0.0014931,              0.0014931
                    258,                0.36399,                0.33146,                0.80691,                0.99042,                      1,                  0.995,                0.72556,                 0.9367,                0.42806,                0.96757,              0.0014911,              0.0014911,              0.0014911
                    259,                0.39227,                0.33114,                0.80846,                0.99042,                      1,                  0.995,                0.72556,                 0.9367,                0.42806,                0.96757,              0.0014892,              0.0014892,              0.0014892
                    260,                0.39428,                0.33695,                0.81528,                 0.9901,                      1,                  0.995,                0.73723,                0.95278,                0.42911,                0.95881,              0.0014872,              0.0014872,              0.0014872
                    261,                0.39797,                0.33424,                0.77938,                 0.9901,                      1,                  0.995,                0.73723,                0.95278,                0.42911,                0.95881,              0.0014852,              0.0014852,              0.0014852
                    262,                0.39017,                0.33044,                0.78627,                   0.99,                      1,                  0.995,                0.75352,                0.99209,                0.44003,                0.98007,              0.0014832,              0.0014832,              0.0014832
                    263,                0.41386,                0.33893,                0.79007,                   0.99,                      1,                  0.995,                0.75352,                0.99209,                0.44003,                0.98007,              0.0014812,              0.0014812,              0.0014812
                    264,                0.44666,                0.35302,                0.82656,                0.98971,                      1,                  0.995,                0.72171,                0.98295,                0.44171,                0.98622,              0.0014793,              0.0014793,              0.0014793
                    265,                0.37814,                0.31567,                0.76682,                0.98971,                      1,                  0.995,                0.72171,                0.98295,                0.44171,                0.98622,              0.0014773,              0.0014773,              0.0014773
                    266,                0.43436,                0.32978,                0.82636,                0.98945,                      1,                  0.995,                0.72543,                 1.0259,                0.48388,                0.99605,              0.0014753,              0.0014753,              0.0014753
                    267,                  0.422,                0.34915,                0.82636,                0.98945,                      1,                  0.995,                0.72543,                 1.0259,                0.48388,                0.99605,              0.0014733,              0.0014733,              0.0014733
                    268,                0.47308,                0.36841,                0.83268,                0.98921,                      1,                  0.995,                0.72162,                 1.0648,                0.49898,                 1.0103,              0.0014713,              0.0014713,              0.0014713
                    269,                0.44008,                0.34731,                0.80737,                0.98921,                      1,                  0.995,                0.72162,                 1.0648,                0.49898,                 1.0103,              0.0014694,              0.0014694,              0.0014694
                    270,                0.41705,                0.33937,                0.84104,                0.98984,                      1,                  0.995,                0.63938,                 1.1449,                0.49952,                 1.0405,              0.0014674,              0.0014674,              0.0014674
                    271,                0.41772,                0.34857,                0.83589,                0.98984,                      1,                  0.995,                0.63938,                 1.1449,                0.49952,                 1.0405,              0.0014654,              0.0014654,              0.0014654
                    272,                0.48758,                0.41235,                0.88568,                0.99001,                      1,                  0.995,                0.66514,                 1.1398,                 0.4805,                 1.0334,              0.0014634,              0.0014634,              0.0014634
                    273,                0.44409,                 0.3462,                0.81193,                0.99001,                      1,                  0.995,                0.66514,                 1.1398,                 0.4805,                 1.0334,              0.0014614,              0.0014614,              0.0014614
                    274,                0.43464,                0.35488,                0.83583,                0.98975,                      1,                  0.995,                0.70836,                 1.0998,                0.47143,                 1.0163,              0.0014595,              0.0014595,              0.0014595
                    275,                0.49441,                0.38138,                0.89553,                0.98975,                      1,                  0.995,                0.70836,                 1.0998,                0.47143,                 1.0163,              0.0014575,              0.0014575,              0.0014575
                    276,                0.44846,                0.36389,                0.85103,                0.99066,                      1,                  0.995,                0.73875,                 1.1002,                0.47369,                 1.0186,              0.0014555,              0.0014555,              0.0014555
                    277,                0.40814,                0.32596,                0.80439,                0.99066,                      1,                  0.995,                0.73875,                 1.1002,                0.47369,                 1.0186,              0.0014535,              0.0014535,              0.0014535
                    278,                0.48738,                0.38051,                0.85782,                0.99063,                      1,                  0.995,                0.73121,                 1.0943,                0.47601,                 1.0239,              0.0014515,              0.0014515,              0.0014515
                    279,                0.39342,                0.33451,                0.80784,                0.99063,                      1,                  0.995,                0.73121,                 1.0943,                0.47601,                 1.0239,              0.0014496,              0.0014496,              0.0014496
                    280,                0.37992,                0.33202,                0.84573,                0.99046,                      1,                  0.995,                0.73813,                 1.0954,                 0.4788,                 1.0316,              0.0014476,              0.0014476,              0.0014476
                    281,                0.51999,                 0.3725,                 0.8816,                0.99046,                      1,                  0.995,                0.73813,                 1.0954,                 0.4788,                 1.0316,              0.0014456,              0.0014456,              0.0014456
                    282,                0.33501,                0.30975,                0.79874,                0.99019,                      1,                  0.995,                0.71416,                 1.0452,                0.47033,                 1.0335,              0.0014436,              0.0014436,              0.0014436
                    283,                0.44612,                0.34768,                0.82178,                0.99019,                      1,                  0.995,                0.71416,                 1.0452,                0.47033,                 1.0335,              0.0014416,              0.0014416,              0.0014416
                    284,                0.46386,                0.35831,                0.84673,                0.98476,                      1,                  0.995,                0.72168,                0.99769,                0.44163,                 1.0284,              0.0014397,              0.0014397,              0.0014397
                    285,                0.42867,                 0.3328,                0.84486,                0.98476,                      1,                  0.995,                0.72168,                0.99769,                0.44163,                 1.0284,              0.0014377,              0.0014377,              0.0014377
                    286,                0.35462,                0.29342,                0.80124,                0.99066,                      1,                  0.995,                0.65044,                 1.0638,                0.45188,                 1.0515,              0.0014357,              0.0014357,              0.0014357
                    287,                0.37982,                0.31698,                0.83416,                0.99066,                      1,                  0.995,                0.65044,                 1.0638,                0.45188,                 1.0515,              0.0014337,              0.0014337,              0.0014337
